pitch,roll,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,distance,time,jerk_x,jerk_y,jerk_z,is_running_backoff
4.0,-4.0,-785.114,-844.955,9936.0,0.943537,2.082544,-1.601253,141.0,2024-01-12 16:23:47.215772,-2787.6606912999628,-4961.769317782891,2134.09190957266,False
-7.0,1.0,1326.077,272.875,10529.62,-0.9464629,0.05254393,2.038747,86.0,2024-01-12 16:23:47.456392,8773.963095337045,4645.6238051699775,2467.043471033168,False
-1.0,-1.0,-181.9166,-397.3442,10014.99,-0.1764629,2.082544,-4.401253,51.0,2024-01-12 16:23:47.636428,-8376.067008820459,-3722.6954609078184,-2858.4838587838044,False
45.0,-63.0,-8734.393,-7760.181,3927.963,-16.06646,59.34254,70.28874,40.0,2024-01-12 16:23:47.816508,-47492.64993336295,-40886.47712127943,-33801.793647267885,True
-30.0,20.0,5419.201,4258.286,9117.375,-0.3864629,0.1225439,17.78875,40.0,2024-01-12 16:23:47.996535,78619.28488504502,66759.24722402751,28825.74280524588,True
-30.0,20.0,5419.201,4258.286,9117.375,-0.3864629,0.1225439,17.78875,40.0,2024-01-12 16:23:47.996535,78619.28488504502,66759.24722402751,28825.74280524588,True
-30.0,20.0,5419.201,4258.286,9117.375,-0.3864629,0.1225439,17.78875,40.0,2024-01-12 16:23:47.996535,78619.28488504502,66759.24722402751,28825.74280524588,True
0.0,5.0,138.8311,967.0306,9584.135,-1.226463,-1.137456,0.07874714,40.0,2024-01-12 16:23:48.236415,-22012.547523761878,-13720.424378856094,1945.80623645156,True
0.0,0.0,110.1074,-38.29824,10637.34,-0.806463,0.05254393,2.668747,78.0,2024-01-12 16:23:48.416535,-159.46979791250274,-5581.439262713747,5847.240728403286,True
0.0,0.0,110.1074,-38.29824,10637.34,-0.806463,0.05254393,2.668747,78.0,2024-01-12 16:23:48.416535,-159.46979791250274,-5581.439262713747,5847.240728403286,True
-14.0,12.0,2901.092,2410.396,10723.51,-5.706463,5.862544,166.3288,103.0,2024-01-12 16:23:48.596156,15538.18651493979,13632.561003446146,479.7323252849058,True
2.0,-14.0,-438.0361,-2551.62,9880.946,-1.296463,-7.647456,184.1087,180.0,2024-01-12 16:23:48.776198,-18546.38417702536,-27560.324813099163,-4679.819153308674,True
2.0,-14.0,-438.0361,-2551.62,9880.946,-1.296463,-7.647456,184.1087,180.0,2024-01-12 16:23:48.776198,-18546.38417702536,-27560.324813099163,-4679.819153308674,False
3.0,-3.0,-562.5054,-473.9407,8669.765,1.433537,2.222544,208.3288,2000.0,2024-01-12 16:23:49.076575,-414.37693298754573,6916.905422186119,-4032.202865066235,False
-3.0,-6.0,533.7817,-971.8179,8966.575,-2.836463,-2.047456,4.838747,2000.0,2024-01-12 16:23:49.255898,6113.477356501954,-2776.4268944864853,1655.1697216754196,False
0.0,7.0,-93.35196,1263.842,9028.811,2.343537,-3.307456,3.368747,2000.0,2024-01-12 16:23:49.496072,-2611.163822895068,9308.500920166214,259.12879828790363,False
2.0,5.0,-409.3124,983.7861,9447.697,1.783537,-0.1574561,-0.5512529,2000.0,2024-01-12 16:23:49.676245,-1753.65032496545,-1554.3721867316417,2324.9099476614165,False
1.0,1.0,35.9046,366.2269,10211.27,0.5935371,1.242544,-1.741253,2000.0,2024-01-12 16:23:49.916428,1853.6574195509259,-2571.2027912050394,3179.1300799806827,False
-3.0,-2.0,588.8354,-473.9407,9629.614,-0.806463,1.732544,1.478747,2000.0,2024-01-12 16:23:50.096726,3066.760585253303,-4659.883082452384,-3226.0812654605197,False
-4.0,0.0,1022.084,14.36184,10192.12,0.5235371,0.962544,-1.601253,2000.0,2024-01-12 16:23:50.275889,2418.181209289864,2725.465302545727,3139.632625039775,False
-2.0,-1.0,421.2806,-198.6721,9811.53,-1.296463,-2.327456,-0.5512529,2000.0,2024-01-12 16:23:50.455742,-3340.5247618888757,-1184.4892217533206,-2116.1170511473265,False
-1.0,-1.0,253.7258,-234.5767,9371.101,-2.206463,2.852544,0.988747,2000.0,2024-01-12 16:23:50.695976,-697.4649716526387,-149.4567796398511,-1833.3333333333337,False
0.0,2.0,157.9802,423.6743,11137.61,1.293537,1.522544,2.808747,2000.0,2024-01-12 16:23:50.875830,-532.3517964571263,3659.918600642743,9821.905545609216,False
-1.0,4.0,294.4177,859.3168,10654.09,-0.3164629,-1.557456,3.508747,2000.0,2024-01-12 16:23:51.115724,568.7407771765864,1815.9791407871808,-2015.5568709513386,False
1.0,0.0,-258.5131,35.9046,9251.419,1.433537,-1.627456,0.2187471,2000.0,2024-01-12 16:23:51.295722,-3071.8719096878863,-4574.5630507005635,-7792.70325225836,False
-3.0,7.0,660.6447,1452.939,10668.45,2.833537,-2.747456,4.138747,2000.0,2024-01-12 16:23:51.475851,5102.775233305019,7866.775477574404,7866.756602212863,False
-1.0,0.0,256.1195,23.9364,10433.88,0.8735371,4.742544,-0.1312529,2000.0,2024-01-12 16:23:51.655922,-2246.4761122001873,-7935.773111717045,-1302.6528424899152,False
0.0,1.0,-35.9046,186.7039,9452.484,1.153537,-1.627456,3.228747,2000.0,2024-01-12 16:23:51.895987,-1216.437631474809,678.014287797055,-4088.042821735775,False
0.0,-3.0,4.78728,-478.728,9028.811,-0.1764629,1.592544,0.5687471,2000.0,2024-01-12 16:23:52.076023,226.02079584083185,-3696.104667955298,-2353.268235241844,False
7.0,-2.0,-1280.597,-421.2806,9964.724,-3.046463,2.432544,2.318747,2000.0,2024-01-12 16:23:52.316053,-5355.09844602758,239.33424988543106,3899.1501062367224,False
0.0,0.0,-347.0778,-519.4199,10017.38,0.3835371,-0.2274561,3.088747,2000.0,2024-01-12 16:23:52.496109,5184.604789621007,-545.0487626071888,292.44235126848895,False
-2.0,2.0,442.8234,351.8651,9969.511,2.273537,-2.327456,0.1487471,2000.0,2024-01-12 16:23:52.676138,4387.633103555539,4839.69249398708,-265.89605008081355,False
-3.0,1.0,567.2927,260.9068,9849.829,-0.3164629,-0.6474561,-0.5512529,2000.0,2024-01-12 16:23:52.856237,691.115997312589,-505.04611352644935,-664.5345060216919,False
-3.0,0.0,739.6348,639.1019,9347.164,1.223537,-4.917456,-2.791253,2000.0,2024-01-12 16:23:53.096448,717.4613152603339,1574.4287314069713,-2092.5977578045927,False
-2.0,3.0,473.9407,670.2192,10046.11,2.063537,-3.237456,0.5687471,2000.0,2024-01-12 16:23:53.276475,-1475.8569547901152,172.8479616946347,3882.4509656884798,False
4.0,0.0,-332.716,347.0778,10079.62,1.713537,-1.627456,-0.2712529,2000.0,2024-01-12 16:23:53.455590,-4503.568657008068,-1804.1001591156519,187.086508667617,False
-5.0,4.0,876.0723,734.8475,9411.793,3.743537,-0.2274561,-0.8312529,2000.0,2024-01-12 16:23:53.636769,6671.790328901253,2140.257424977508,-3686.0066564005824,False
-2.0,-4.0,344.6842,-765.9648,9282.536,2.203537,-1.347456,0.1487471,2000.0,2024-01-12 16:23:53.816898,-2950.0419144057873,-8331.874934075024,-717.5801786497433,False
-5.0,-1.0,327.9287,631.921,9811.53,1.223537,-3.517456,-0.6912529,2000.0,2024-01-12 16:23:53.996107,-93.4969783883621,7800.310252275276,2951.8271961787664,False
3.0,3.0,-569.6863,562.5054,10072.44,0.5935371,-3.237456,-1.951253,2000.0,2024-01-12 16:23:54.175833,-4994.352514383006,-386.23015033996217,1451.7098249557653,False
-4.0,1.0,-90.95832,172.3421,10680.42,0.6635371,-0.7874561,-3.421253,665.0,2024-01-12 16:23:54.416865,1986.159431112881,-1618.7199210063397,2522.40366424375,False
0.0,1.0,-119.682,284.8432,10161.0,-0.5964629,-3.937456,-4.331253,2000.0,2024-01-12 16:23:54.595893,-160.44238890006034,628.3994682396052,-2901.333869562304,False
1.0,4.0,-213.034,691.762,9481.208,2.413537,-1.557456,-2.161253,2000.0,2024-01-12 16:23:54.775925,-518.5300391041592,2260.2581763242088,-3775.950942054743,False
0.0,-1.0,-892.8278,-478.728,11135.21,2.973537,0.8225439,1.128747,341.0,2024-01-12 16:23:54.955957,-3775.9609402772844,-6501.566388197654,9187.266708140767,False
2.0,-1.0,-514.6326,-256.1195,11393.73,2.203537,-2.257456,-7.411253,290.0,2024-01-12 16:23:55.135861,2102.2056207755245,1237.3738215937387,1436.9886161508384,False
0.0,-3.0,-64.62828,-359.046,9215.514,-0.806463,0.962544,-1.041253,286.0,2024-01-12 16:23:55.315540,2504.4903411083096,-572.8354454332447,-12122.819027265292,False
-5.0,3.0,909.5832,512.239,8870.83,1.783537,-3.167456,0.5687471,208.0,2024-01-12 16:23:55.496575,5381.343276162068,4812.798630099152,-1903.9633220095523,False
0.0,0.0,69.41556,-59.841,9464.453,-0.3164629,1.032544,-9.651253,242.0,2024-01-12 16:23:55.736411,-3503.0922797244784,-2385.2966193565608,2475.1204990076535,False
0.0,7.0,-35.9046,1120.224,8578.806,-1.086463,-2.257456,-3.001253,106.0,2024-01-12 16:23:55.915920,-586.7124211042343,6573.848664969443,-4933.719200708594,False
-1.0,-6.0,217.8212,-1041.233,8748.754,-1.226463,-0.997456,-7.131253,68.0,2024-01-12 16:23:56.095951,1409.345057240142,-12006.02673983925,943.9929789869541,False
-2.0,0.0,368.6206,294.4177,9533.868,0.8735371,-4.217456,-0.7612529,44.0,2024-01-12 16:23:56.275983,837.6255332385355,7418.962739957341,4360.969161038035,True
21.0,0.0,-4160.146,74.20284,10678.03,10.88354,1.522544,10.99875,40.0,2024-01-12 16:23:56.517609,-18742.87783599447,-911.387267926465,4735.260278281312,True
3.0,8.0,-710.9111,1845.496,12255.44,19.77354,-14.99746,4.348747,40.0,2024-01-12 16:23:56.636647,28975.914413884635,14880.064853240143,13251.314706228262,True
3.0,-7.0,-435.6425,-983.7861,7889.438,-0.246463,-13.66746,18.20875,95.0,2024-01-12 16:23:56.816237,1532.7612896040985,-15754.118269391394,-24310.941589175345,True
3.0,-7.0,-435.6425,-983.7861,7889.438,-0.246463,-13.66746,18.20875,95.0,2024-01-12 16:23:56.816237,1532.7612896040985,-15754.118269391394,-24310.941589175345,True
-1.0,-1.0,315.9605,177.1294,8839.713,1.083537,-1.067456,2.738747,61.0,2024-01-12 16:23:57.053901,3162.4604483640774,4884.692254611553,3998.396896458865,True
-1.0,-1.0,315.9605,177.1294,8839.713,1.083537,-1.067456,2.738747,61.0,2024-01-12 16:23:57.053901,3162.4604483640774,4884.692254611553,3998.396896458865,True
9.0,26.0,-1340.438,3705.355,7492.093,-0.246463,-9.047457,-171.7713,94.0,2024-01-12 16:23:57.235944,-9098.940909565323,19381.275852408497,-7402.7564915981375,True
9.0,26.0,-1340.438,3705.355,7492.093,-0.246463,-9.047457,-171.7713,94.0,2024-01-12 16:23:57.235944,-9098.940909565323,19381.275852408497,-7402.7564915981375,True
-3.0,0.0,514.6326,-129.2566,9407.005,0.5935371,-2.397456,-184.0213,2000.0,2024-01-12 16:23:57.416466,10276.146951618086,-21241.79656773136,10607.637850234318,True
-3.0,0.0,514.6326,-129.2566,9407.005,0.5935371,-2.397456,-184.0213,2000.0,2024-01-12 16:23:57.416466,10276.146951618086,-21241.79656773136,10607.637850234318,False
6.0,4.0,-1110.649,722.8793,10318.98,-1.436463,-11.35746,-164.8412,892.0,2024-01-12 16:23:57.716547,-5416.142974730155,2839.6862847031302,3039.0961107167745,False
0.0,2.0,-52.66008,406.9188,9316.047,-1.856463,2.012544,-0.4112529,867.0,2024-01-12 16:23:57.895710,5905.175287308204,-1763.536556096962,-5597.88014266338,False
5.0,-3.0,-1132.192,-600.8036,11032.29,-0.3864629,3.482544,-1.671253,825.0,2024-01-12 16:23:58.076000,-5987.7526207776355,-5589.452548671584,9519.346608242278,False
-1.0,2.0,402.1315,426.0679,10484.14,1.503537,-7.227456,-5.451253,787.0,2024-01-12 16:23:58.256648,8493.443049466365,5684.37790620433,-3034.354103006961,False
0.0,2.0,-69.41556,454.7916,9928.819,-1.016463,-1.207456,-1.181253,744.0,2024-01-12 16:23:58.436166,-2626.7397141233746,160.0045677870743,-3093.400104724874,False
-3.0,-3.0,588.8354,-227.3958,9351.951,0.5935371,-3.447456,1.898747,702.0,2024-01-12 16:23:58.615928,3661.791479845574,-3794.9477642660854,-3209.065319700495,False
-2.0,0.0,382.9824,-86.17104,9713.392,0.453537,0.7525439,-2.091253,661.0,2024-01-12 16:23:58.795996,-1143.1959037696872,784.2857142857143,2007.2472621454156,False
1.0,0.0,-227.3958,148.4057,10670.85,0.1035371,1.382544,4.698747,606.0,2024-01-12 16:23:59.035628,-2547.1481271282632,978.9040695733457,3995.5348200574235,False
-6.0,3.0,1079.532,528.9944,9103.013,0.2435371,-1.767456,0.8487472,571.0,2024-01-12 16:23:59.215657,7259.540407378811,2114.0410711607574,-8708.80247071305,False
3.0,0.0,-655.8574,107.7138,10807.29,-2.976463,3.202544,-2.371253,525.0,2024-01-12 16:23:59.395805,-9633.13164731221,-2338.524990563315,9460.426982259032,False
0.0,3.0,-818.6249,-43.08552,10426.7,-2.416463,3.272544,-0.2012529,482.0,2024-01-12 16:23:59.575975,-903.4106677027254,-836.9835155686297,-2112.3938502525402,False
1.0,4.0,-203.4594,753.9966,10053.29,2.693537,-1.417456,-2.441253,439.0,2024-01-12 16:23:59.756550,3406.7035857676865,4414.133296414231,-2067.894226775577,False
0.0,3.0,-126.8629,720.4857,10393.19,-0.736463,1.662544,-0.9012529,393.0,2024-01-12 16:23:59.935982,426.88316465290467,-186.76100138213914,1894.3109367336908,False
-2.0,-2.0,459.5789,-387.7697,9337.59,0.453537,-2.747456,-0.6212529,351.0,2024-01-12 16:24:00.116163,3254.7371809458264,-6150.789483907848,-5858.553343582288,False
-2.0,0.0,390.1633,26.33004,8899.554,-0.4564629,-2.467456,4.278747,303.0,2024-01-12 16:24:00.296354,-385.2334467315237,2298.1155551609127,-2430.953821223036,False
-2.0,-8.0,375.8015,-1113.043,7700.34,2.483537,0.5425439,0.3587471,265.0,2024-01-12 16:24:00.475982,-79.9530140067251,-6342.95900416416,-6676.097267686551,False
-3.0,1.0,694.1556,213.034,9974.298,-1.226463,2.012544,6.518747,208.0,2024-01-12 16:24:00.716536,1323.4205209641082,5512.595924407825,9453.004315039454,False
0.0,4.0,119.682,672.6129,9067.108,1.293537,-0.997456,-1.181253,171.0,2024-01-12 16:24:00.895621,-3207.82645112656,2566.2612725800595,-5065.695061004554,False
0.0,2.0,167.5548,495.4835,9854.616,0.1735371,1.102544,-2.861253,130.0,2024-01-12 16:24:01.075820,265.66629115588876,-982.9654992536028,4370.212931259329,False
-3.0,5.0,574.4736,962.2433,9495.57,-4.166463,1.942544,2.738747,92.0,2024-01-12 16:24:01.256975,2246.24658441666,2576.576964477933,-1981.9822803676425,False
2.0,1.0,-397.3442,303.9923,10455.42,-6.616463,2.432544,-6.991253,48.0,2024-01-12 16:24:01.436590,-5410.560365225621,-3664.7885755644015,5343.930072655404,False
4.0,-28.0,-761.1776,-4583.821,8289.176,-18.37646,-43.34746,34.02875,40.0,2024-01-12 16:24:01.616144,-2026.3174309678425,-27221.968321507735,-12064.582242667948,True
3.0,34.0,-749.2094,6831.449,9907.276,18.93354,16.36254,-17.84125,40.0,2024-01-12 16:24:01.796683,66.29149380466284,63228.8314436216,8962.606417449972,True
3.0,34.0,-749.2094,6831.449,9907.276,18.93354,16.36254,-17.84125,40.0,2024-01-12 16:24:01.796683,66.29149380466284,63228.8314436216,8962.606417449972,True
3.0,0.0,-622.3464,38.29824,10165.79,-0.4564629,12.79254,1.338747,40.0,2024-01-12 16:24:01.975711,708.620997832741,-37944.627432580375,1443.9864155327716,True
3.0,0.0,-622.3464,38.29824,10165.79,-0.4564629,12.79254,1.338747,40.0,2024-01-12 16:24:01.975711,708.620997832741,-37944.627432580375,1443.9864155327716,True
-3.0,0.0,548.1436,167.5548,9782.807,2.273537,0.6825439,1.968747,62.0,2024-01-12 16:24:02.156742,6465.688197049124,714.002353188128,-2115.565842314301,True
-3.0,0.0,548.1436,167.5548,9782.807,2.273537,0.6825439,1.968747,62.0,2024-01-12 16:24:02.156742,6465.688197049124,714.002353188128,-2115.565842314301,True
-2.0,-1.0,440.4298,-280.0559,10594.25,-6.196463,-15.06746,-180.3112,92.0,2024-01-12 16:24:02.396306,-449.6243175101434,-1868.4389140271494,3387.165851296519,True
-2.0,-1.0,440.4298,-280.0559,10594.25,-6.196463,-15.06746,-180.3112,92.0,2024-01-12 16:24:02.396306,-449.6243175101434,-1868.4389140271494,3387.165851296519,True
0.0,0.0,-64.62828,-71.8092,9744.509,-4.866463,-0.2274561,-172.5412,1902.0,2024-01-12 16:24:02.636927,-2098.977562224411,865.4552179568699,-3531.449873452442,True
0.0,0.0,-64.62828,-71.8092,9744.509,-4.866463,-0.2274561,-172.5412,1902.0,2024-01-12 16:24:02.636927,-2098.977562224411,865.4552179568699,-3531.449873452442,False
-2.0,-8.0,411.7061,-1665.974,11484.68,-9.416463,-15.90746,-194.1712,2000.0,2024-01-12 16:24:02.995647,1327.872379571811,-4444.036574487065,4851.056534344337,False
-6.0,0.0,1249.48,71.8092,10871.91,-0.3864629,-1.067456,-3.141253,2000.0,2024-01-12 16:24:03.175812,4650.03691060972,9645.509394166458,-3401.1600477340244,False
-3.0,4.0,663.0383,763.5712,9782.807,2.903537,-0.4374561,-2.861253,2000.0,2024-01-12 16:24:03.416200,-2439.5631229512287,2877.6894021332178,-4530.604689085974,False
-9.0,4.0,1742.57,880.8596,10330.95,1.573537,-1.627456,-2.091253,2000.0,2024-01-12 16:24:03.595880,6008.079363312556,652.7626892252895,3050.662288512912,False
-1.0,0.0,323.1414,-138.8311,9339.983,-0.3164629,-2.117456,0.2187471,2000.0,2024-01-12 16:24:03.775525,-7901.297559074842,-5676.1429485930585,-5516.251496006015,False
-5.0,-2.0,947.8815,-418.887,9667.912,-0.03646295,-1.697456,3.928747,1196.0,2024-01-12 16:24:03.956793,3446.499657965002,-1544.982567248494,1809.0837875410998,False
-4.0,1.0,780.3267,208.2467,9660.731,1.013537,-3.307456,-3.561253,1152.0,2024-01-12 16:24:04.135981,-935.0782418465523,3499.864388240284,-40.07522825189463,False
0.0,-1.0,-71.8092,-184.3103,10450.63,0.3835371,-0.577456,0.07874714,2000.0,2024-01-12 16:24:04.376329,-3545.425383194368,-1633.2859021086092,3286.4804367001157,False
-3.0,8.0,629.5273,1627.675,10371.64,-1.646463,0.05254393,0.6387471,2000.0,2024-01-12 16:24:04.614719,2941.9711397290157,7600.92831075129,-331.34779143420354,False
-1.0,2.0,332.716,426.0679,10055.68,-1.086463,-0.4374561,-0.2012529,614.0,2024-01-12 16:24:04.736257,-2442.127565041386,-9886.67824055028,-2599.6807582813535,False
0.0,3.0,19.14912,593.6227,9038.385,1.363537,-0.2974561,-2.931253,801.0,2024-01-12 16:24:04.915872,-1745.7722350583194,932.8552737800295,-5663.75302730841,False
-6.0,0.0,1189.639,-35.9046,10637.34,-3.956463,1.452544,3.438747,765.0,2024-01-12 16:24:05.095921,6500.951851995846,-3496.4220850990564,8880.665818749341,False
2.0,1.0,-371.0142,253.7258,8964.182,-0.1764629,-0.1574561,-3.281253,901.0,2024-01-12 16:24:05.276512,-8641.92124745973,1603.7919940639345,-9264.902459148016,False
0.0,-3.0,-9.57456,-627.1337,11068.19,-2.346463,-0.6474561,-0.2012529,2000.0,2024-01-12 16:24:05.456541,2007.6745413238978,-4892.875592265691,11687.05041965461,False
-1.0,7.0,205.853,1326.077,9646.369,-2.906463,1.522544,3.158747,2000.0,2024-01-12 16:24:05.696576,897.4839502572542,8137.191242943738,-5923.390338908909,False
-1.0,3.0,167.5548,473.9407,8815.776,-3.396463,1.312544,1.968747,2000.0,2024-01-12 16:24:05.875772,-213.72240451795804,-4755.33103417487,-4635.109042612563,False
0.0,-1.0,124.4693,-227.3958,8696.095,-2.486463,-0.4374561,3.578747,2000.0,2024-01-12 16:24:06.055967,-239.10485862537806,-3892.097449984739,-664.1749216127001,False
-1.0,2.0,205.853,497.8771,9979.085,-1.506463,0.2625439,-0.1312529,2000.0,2024-01-12 16:24:06.236486,450.83176840111014,4017.7094931835422,7107.229709892032,False
-3.0,0.0,512.239,-129.2566,8672.158,-1.436463,2.152544,-2.441253,2000.0,2024-01-12 16:24:06.416086,1705.935412026726,-3491.83574610245,-7276.87639198218,False
-4.0,-2.0,902.4023,-505.058,10780.96,-2.626463,-2.817456,6.868747,2000.0,2024-01-12 16:24:06.596270,2165.3604093593212,-2085.653554144652,11703.602983616745,False
-2.0,1.0,399.7379,220.2149,9675.093,-1.156463,2.152544,-3.771253,2000.0,2024-01-12 16:24:06.776479,-2789.3412648646845,4024.620856893939,-6136.580303980369,False
1.0,-1.0,-248.9386,-225.0022,8643.435,-1.366463,-1.697456,1.128747,2000.0,2024-01-12 16:24:07.016551,-2702.0081475557336,-1854.5148955313405,-4297.285814255729,True
-17.0,4.0,2261.99,607.9846,7286.24,-12.77646,29.94254,-10.07125,106.0,2024-01-12 16:24:07.196788,13931.260506999115,4621.619312349851,-7530.057646321231,True
27.0,-23.0,-643.8892,-493.0898,1151.341,-18.65646,15.24254,-70.48125,57.0,2024-01-12 16:24:07.316299,-24314.742575997185,-9213.1636418405,-51333.34170076394,True
-16.0,15.0,3147.637,2783.803,10196.91,-1.226463,6.072544,15.96875,51.0,2024-01-12 16:24:07.496329,21060.524357051603,18201.926345609067,50244.786979947785,True
-16.0,15.0,3147.637,2783.803,10196.91,-1.226463,6.072544,15.96875,51.0,2024-01-12 16:24:07.496329,21060.524357051603,18201.926345609067,50244.786979947785,True
2.0,-2.0,-500.2708,-414.0997,9991.054,2.553537,1.452544,-1.881253,136.0,2024-01-12 16:24:07.676362,-20262.439663839406,-17762.869585020522,-1143.4348147284097,True
2.0,-2.0,-500.2708,-414.0997,9991.054,2.553537,1.452544,-1.881253,136.0,2024-01-12 16:24:07.676362,-20262.439663839406,-17762.869585020522,-1143.4348147284097,True
-8.0,24.0,2259.596,6357.508,13655.72,-8.366463,21.61254,149.1087,2000.0,2024-01-12 16:24:07.855959,15366.9983351615,37704.45887180743,20404.939948885556,True
-8.0,24.0,2259.596,6357.508,13655.72,-8.366463,21.61254,149.1087,2000.0,2024-01-12 16:24:07.855959,15366.9983351615,37704.45887180743,20404.939948885556,True
-2.0,2.0,402.1315,327.9287,8339.442,-0.5264629,5.442544,178.6488,2000.0,2024-01-12 16:24:08.096548,-7720.488052238465,-25061.741392998014,-22096.928787267916,True
-2.0,2.0,402.1315,327.9287,8339.442,-0.5264629,5.442544,178.6488,2000.0,2024-01-12 16:24:08.096548,-7720.488052238465,-25061.741392998014,-22096.928787267916,False
5.0,-10.0,-986.1797,-1831.135,9703.816,-3.536463,6.422544,170.6687,2000.0,2024-01-12 16:24:08.336174,-5793.658451086277,-9010.139550799997,5693.764449600634,False
-2.0,1.0,466.7598,174.7357,9988.66,4.163537,-0.6474561,-0.8312529,2000.0,2024-01-12 16:24:08.516357,8063.688028282357,11132.408162812251,1580.8594595494533,False
-4.0,0.0,785.114,21.54276,10005.42,-1.226463,0.2625439,-0.6212529,1505.0,2024-01-12 16:24:08.696502,1767.2108579200092,-850.3868550334454,93.03616531127824,False
-2.0,0.0,550.5372,86.17104,11898.78,3.603537,-3.307456,1.828747,1459.0,2024-01-12 16:24:08.875722,-1308.8762414909054,360.6086374288584,10564.445932373623,False
-8.0,2.0,1342.832,361.4396,9519.507,-0.736463,0.4025439,4.628747,1424.0,2024-01-12 16:24:09.056799,4375.457954350913,1520.1740695947028,-13139.564936463501,False
-2.0,-1.0,318.3541,-244.1513,8964.182,0.03353706,-3.027456,0.2887471,1400.0,2024-01-12 16:24:09.235868,-5721.134869798793,-3381.885753536346,-3101.178875182186,False
-5.0,4.0,832.9868,744.4221,9119.769,-1.296463,-0.7874561,2.808747,1362.0,2024-01-12 16:24:09.415935,2858.006741934946,5490.03093293052,864.0506033865146,False
-1.0,-1.0,220.2149,-299.205,10218.45,1.993537,-2.397456,-4.051253,1327.0,2024-01-12 16:24:09.596027,-3402.5492526042244,-5794.9664615863,6100.665215556496,False
0.0,6.0,-122.0756,1271.023,10924.57,-0.1764629,0.1225439,4.068747,1294.0,2024-01-12 16:24:09.776184,-1899.956704430025,8715.886698823802,3919.4702398463505,False
3.0,2.0,-670.2192,397.3442,9591.315,0.6635371,0.1225439,0.9187471,2000.0,2024-01-12 16:24:09.955823,-3051.3618980288247,-4863.5251810575655,-7421.857169100247,False
-4.0,0.0,866.4977,146.012,10208.88,0.03353706,-1.067456,0.07874714,605.0,2024-01-12 16:24:10.136346,8512.582330229388,-1392.2447555159176,3420.9768284373667,False
4.0,2.0,23.9364,507.4517,9445.304,2.553537,-2.257456,0.8487472,593.0,2024-01-12 16:24:10.316481,-4677.388070058567,2006.4934632359066,-4238.909706608927,False
3.0,6.0,-584.0482,1050.808,9562.592,-0.3864629,4.882544,-0.06125287,593.0,2024-01-12 16:24:10.495773,-3391.0302746357897,3030.5663387100367,654.1730807844212,False
-1.0,3.0,169.9484,538.569,9557.805,1.993537,0.4025439,6.448747,593.0,2024-01-12 16:24:10.675813,4187.939346811819,-2845.139968895801,-26.588535880916805,False
0.0,2.0,-16.75548,368.6206,8224.547,0.1035371,-0.8574561,0.6387471,593.0,2024-01-12 16:24:10.916040,-777.1977338101046,-707.4492042942715,-5549.992298950575,False
-3.0,-4.0,533.7817,-852.1359,9849.829,-1.296463,-1.697456,4.488747,593.0,2024-01-12 16:24:11.096074,3057.9622737927284,-6780.699756712621,9027.639223702185,False
