pitch,roll,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,distance,time,jerk_x,jerk_y,jerk_z,is_running_backoff
-1.0,3.0,306.3859,569.6863,10108.34,-0.4059892,0.8844448,0.845286,2000.0,2024-01-12 16:26:36.393300,2007.2395983739475,4094.2371770664413,2538.9519514849903,False
-2.0,1.0,452.398,208.2467,9694.242,-2.155989,0.3944447,0.775286,2000.0,2024-01-12 16:26:36.572945,812.7813187119042,-2011.9658214812544,-2305.090595340811,False
0.0,0.0,143.6184,-119.682,10034.14,-0.6159892,3.054445,-0.344714,2000.0,2024-01-12 16:26:36.872699,-1030.1100235526465,-1093.9927407140522,1133.9231503165902,False
-3.0,6.0,603.1973,1026.872,9258.6,0.6440108,-1.285555,0.425286,71.0,2024-01-12 16:26:37.052741,2552.62049966119,6368.258517457038,-4307.550460448112,False
4.0,9.0,-277.6622,610.3782,3540.194,3.794011,23.77444,15.33529,2000.0,2024-01-12 16:26:37.232219,-4907.896789578667,-2320.584138445938,-31861.320050368297,True
24.0,34.0,-5474.255,6762.033,9768.445,19.89401,24.19444,-1.114714,2000.0,2024-01-12 16:26:37.412797,-28777.552082756487,34066.46878357275,34490.64116337539,True
24.0,34.0,-5474.255,6762.033,9768.445,19.89401,24.19444,-1.114714,2000.0,2024-01-12 16:26:37.412797,-28777.552082756487,34066.46878357275,34490.64116337539,True
0.0,6.0,-148.4057,1553.472,12884.96,11.49401,-20.60555,21.56528,2000.0,2024-01-12 16:26:37.592949,29563.08728185088,-28912.035392335365,17299.363870509344,True
-1.0,0.0,287.2368,-146.012,9789.987,0.08401078,-0.09555528,-3.634714,70.0,2024-01-12 16:26:37.773093,2418.3014699351634,-9434.03055333511,-17180.55000444089,True
-1.0,0.0,287.2368,-146.012,9789.987,0.08401078,-0.09555528,-3.634714,70.0,2024-01-12 16:26:37.773093,2418.3014699351634,-9434.03055333511,-17180.55000444089,True
-19.0,13.0,3817.856,2508.535,10721.11,-13.28599,3.754445,147.2153,2000.0,2024-01-12 16:26:37.952185,19713.9972751435,14822.253366984567,5199.132289549513,True
-19.0,13.0,3817.856,2508.535,10721.11,-13.28599,3.754445,147.2153,2000.0,2024-01-12 16:26:37.952185,19713.9972751435,14822.253366984567,5199.132289549513,True
-5.0,6.0,1697.091,1031.659,9902.489,-4.325989,0.3944447,162.6853,2000.0,2024-01-12 16:26:38.133258,-11712.209992654896,-8156.246375771096,-4520.944591407891,True
-5.0,6.0,1697.091,1031.659,9902.489,-4.325989,0.3944447,162.6853,2000.0,2024-01-12 16:26:38.133258,-11712.209992654896,-8156.246375771096,-4520.944591407891,False
-4.0,1.0,792.2949,191.4912,9919.244,2.674011,-5.065556,137.9053,739.0,2024-01-12 16:26:38.433462,-3013.93752248471,-2798.6562470853155,55.812047807494295,False
